device_id,maintenance_date,maintenance_type,failure_date,failure_reason,time_period,traffic_volume,days_in_service,time_since_last_maintenance,average_usage,failure_count,maintenance_required
device_11,2024-07-23 11:18:40.429793,Software,2024-07-26 11:18:40.430167,Overheating,2024-03-14 11:18:40.430541,3300,247,185,13.360323886639677,5,1
device_11,2024-07-23 11:18:40.429793,Software,2024-07-26 11:18:40.430167,Overheating,2024-11-10 11:18:40.430563,4901,165,185,29.703030303030303,5,0
device_11,2024-07-23 11:18:40.429793,Software,2024-09-15 11:18:40.430260,Overheating,2024-05-30 11:18:40.430467,9159,57,185,160.68421052631578,5,0
device_11,2024-07-23 11:18:40.429793,Software,2024-09-15 11:18:40.430260,Overheating,2024-06-18 11:18:40.430511,641,204,185,3.142156862745098,5,0
device_11,2024-07-23 11:18:40.429793,Software,2024-09-15 11:18:40.430260,Overheating,2024-08-12 11:18:40.430532,3195,55,185,58.09090909090909,5,0
device_11,2024-07-23 11:18:40.429793,Software,2024-09-15 11:18:40.430260,Overheating,2024-03-14 11:18:40.430541,3300,247,185,13.360323886639677,5,0
device_11,2024-07-23 11:18:40.429793,Software,2024-09-15 11:18:40.430260,Overheating,2024-11-10 11:18:40.430563,4901,165,185,29.703030303030303,5,0
device_11,2024-11-09 11:18:40.429834,Hardware,2024-10-29 11:18:40.430098,Power Surge,2024-05-30 11:18:40.430467,9159,57,76,160.68421052631578,5,0
device_11,2024-11-09 11:18:40.429834,Hardware,2024-10-29 11:18:40.430098,Power Surge,2024-06-18 11:18:40.430511,641,204,76,3.142156862745098,5,1
device_11,2024-11-09 11:18:40.429834,Hardware,2024-10-29 11:18:40.430098,Power Surge,2024-08-12 11:18:40.430532,3195,55,76,58.09090909090909,5,0
device_11,2024-11-09 11:18:40.429834,Hardware,2024-10-29 11:18:40.430098,Power Surge,2024-03-14 11:18:40.430541,3300,247,76,13.360323886639677,5,1
device_11,2024-11-09 11:18:40.429834,Hardware,2024-10-29 11:18:40.430098,Power Surge,2024-11-10 11:18:40.430563,4901,165,76,29.703030303030303,5,0
device_11,2024-11-09 11:18:40.429834,Hardware,2024-03-26 11:18:40.430134,Network Issues,2024-05-30 11:18:40.430467,9159,57,76,160.68421052631578,5,0
device_11,2024-11-09 11:18:40.429834,Hardware,2024-03-26 11:18:40.430134,Network Issues,2024-06-18 11:18:40.430511,641,204,76,3.142156862745098,5,0
device_11,2024-11-09 11:18:40.429834,Hardware,2024-03-26 11:18:40.430134,Network Issues,2024-08-12 11:18:40.430532,3195,55,76,58.09090909090909,5,0
device_11,2024-11-09 11:18:40.429834,Hardware,2024-03-26 11:18:40.430134,Network Issues,2024-03-14 11:18:40.430541,3300,247,76,13.360323886639677,5,1
device_11,2024-11-09 11:18:40.429834,Hardware,2024-03-26 11:18:40.430134,Network Issues,2024-11-10 11:18:40.430563,4901,165,76,29.703030303030303,5,1
device_11,2024-11-09 11:18:40.429834,Hardware,2024-08-16 11:18:40.430142,Overheating,2024-05-30 11:18:40.430467,9159,57,76,160.68421052631578,5,0
device_11,2024-11-09 11:18:40.429834,Hardware,2024-08-16 11:18:40.430142,Overheating,2024-06-18 11:18:40.430511,641,204,76,3.142156862745098,5,1
device_11,2024-11-09 11:18:40.429834,Hardware,2024-08-16 11:18:40.430142,Overheating,2024-08-12 11:18:40.430532,3195,55,76,58.09090909090909,5,1
device_11,2024-11-09 11:18:40.429834,Hardware,2024-08-16 11:18:40.430142,Overheating,2024-03-14 11:18:40.430541,3300,247,76,13.360323886639677,5,1
device_11,2024-11-09 11:18:40.429834,Hardware,2024-08-16 11:18:40.430142,Overheating,2024-11-10 11:18:40.430563,4901,165,76,29.703030303030303,5,1
device_11,2024-11-09 11:18:40.429834,Hardware,2024-07-26 11:18:40.430167,Overheating,2024-05-30 11:18:40.430467,9159,57,76,160.68421052631578,5,1
device_11,2024-11-09 11:18:40.429834,Hardware,2024-07-26 11:18:40.430167,Overheating,2024-06-18 11:18:40.430511,641,204,76,3.142156862745098,5,0
device_11,2024-11-09 11:18:40.429834,Hardware,2024-07-26 11:18:40.430167,Overheating,2024-08-12 11:18:40.430532,3195,55,76,58.09090909090909,5,1
device_11,2024-11-09 11:18:40.429834,Hardware,2024-07-26 11:18:40.430167,Overheating,2024-03-14 11:18:40.430541,3300,247,76,13.360323886639677,5,0
device_11,2024-11-09 11:18:40.429834,Hardware,2024-07-26 11:18:40.430167,Overheating,2024-11-10 11:18:40.430563,4901,165,76,29.703030303030303,5,1
device_11,2024-11-09 11:18:40.429834,Hardware,2024-09-15 11:18:40.430260,Overheating,2024-05-30 11:18:40.430467,9159,57,76,160.68421052631578,5,1
device_11,2024-11-09 11:18:40.429834,Hardware,2024-09-15 11:18:40.430260,Overheating,2024-06-18 11:18:40.430511,641,204,76,3.142156862745098,5,0
device_11,2024-11-09 11:18:40.429834,Hardware,2024-09-15 11:18:40.430260,Overheating,2024-08-12 11:18:40.430532,3195,55,76,58.09090909090909,5,1
device_11,2024-11-09 11:18:40.429834,Hardware,2024-09-15 11:18:40.430260,Overheating,2024-03-14 11:18:40.430541,3300,247,76,13.360323886639677,5,0
device_11,2024-11-09 11:18:40.429834,Hardware,2024-09-15 11:18:40.430260,Overheating,2024-11-10 11:18:40.430563,4901,165,76,29.703030303030303,5,0
device_11,2024-06-28 11:18:40.429839,Software,2024-10-29 11:18:40.430098,Power Surge,2024-05-30 11:18:40.430467,9159,57,210,160.68421052631578,5,1
device_11,2024-06-28 11:18:40.429839,Software,2024-10-29 11:18:40.430098,Power Surge,2024-06-18 11:18:40.430511,641,204,210,3.142156862745098,5,1
device_11,2024-06-28 11:18:40.429839,Software,2024-10-29 11:18:40.430098,Power Surge,2024-08-12 11:18:40.430532,3195,55,210,58.09090909090909,5,1
device_11,2024-06-28 11:18:40.429839,Software,2024-10-29 11:18:40.430098,Power Surge,2024-03-14 11:18:40.430541,3300,247,210,13.360323886639677,5,0
device_11,2024-06-28 11:18:40.429839,Software,2024-10-29 11:18:40.430098,Power Surge,2024-11-10 11:18:40.430563,4901,165,210,29.703030303030303,5,0
device_11,2024-06-28 11:18:40.429839,Software,2024-03-26 11:18:40.430134,Network Issues,2024-05-30 11:18:40.430467,9159,57,210,160.68421052631578,5,1
device_11,2024-06-28 11:18:40.429839,Software,2024-03-26 11:18:40.430134,Network Issues,2024-06-18 11:18:40.430511,641,204,210,3.142156862745098,5,0
device_11,2024-06-28 11:18:40.429839,Software,2024-03-26 11:18:40.430134,Network Issues,2024-08-12 11:18:40.430532,3195,55,210,58.09090909090909,5,1
device_11,2024-06-28 11:18:40.429839,Software,2024-03-26 11:18:40.430134,Network Issues,2024-03-14 11:18:40.430541,3300,247,210,13.360323886639677,5,1
device_11,2024-06-28 11:18:40.429839,Software,2024-03-26 11:18:40.430134,Network Issues,2024-11-10 11:18:40.430563,4901,165,210,29.703030303030303,5,1
device_11,2024-06-28 11:18:40.429839,Software,2024-08-16 11:18:40.430142,Overheating,2024-05-30 11:18:40.430467,9159,57,210,160.68421052631578,5,0
device_11,2024-06-28 11:18:40.429839,Software,2024-08-16 11:18:40.430142,Overheating,2024-06-18 11:18:40.430511,641,204,210,3.142156862745098,5,1
device_11,2024-06-28 11:18:40.429839,Software,2024-08-16 11:18:40.430142,Overheating,2024-08-12 11:18:40.430532,3195,55,210,58.09090909090909,5,0
device_11,2024-06-28 11:18:40.429839,Software,2024-08-16 11:18:40.430142,Overheating,2024-03-14 11:18:40.430541,3300,247,210,13.360323886639677,5,1
device_11,2024-06-28 11:18:40.429839,Software,2024-08-16 11:18:40.430142,Overheating,2024-11-10 11:18:40.430563,4901,165,210,29.703030303030303,5,0
device_11,2024-06-28 11:18:40.429839,Software,2024-07-26 11:18:40.430167,Overheating,2024-05-30 11:18:40.430467,9159,57,210,160.68421052631578,5,0
device_11,2024-06-28 11:18:40.429839,Software,2024-07-26 11:18:40.430167,Overheating,2024-06-18 11:18:40.430511,641,204,210,3.142156862745098,5,0
device_11,2024-06-28 11:18:40.429839,Software,2024-07-26 11:18:40.430167,Overheating,2024-08-12 11:18:40.430532,3195,55,210,58.09090909090909,5,0
device_11,2024-06-28 11:18:40.429839,Software,2024-07-26 11:18:40.430167,Overheating,2024-03-14 11:18:40.430541,3300,247,210,13.360323886639677,5,1
device_11,2024-06-28 11:18:40.429839,Software,2024-07-26 11:18:40.430167,Overheating,2024-11-10 11:18:40.430563,4901,165,210,29.703030303030303,5,0
device_11,2024-06-28 11:18:40.429839,Software,2024-09-15 11:18:40.430260,Overheating,2024-05-30 11:18:40.430467,9159,57,210,160.68421052631578,5,1
device_11,2024-06-28 11:18:40.429839,Software,2024-09-15 11:18:40.430260,Overheating,2024-06-18 11:18:40.430511,641,204,210,3.142156862745098,5,0
device_11,2024-06-28 11:18:40.429839,Software,2024-09-15 11:18:40.430260,Overheating,2024-08-12 11:18:40.430532,3195,55,210,58.09090909090909,5,0
device_11,2024-06-28 11:18:40.429839,Software,2024-09-15 11:18:40.430260,Overheating,2024-03-14 11:18:40.430541,3300,247,210,13.360323886639677,5,0
device_11,2024-06-28 11:18:40.429839,Software,2024-09-15 11:18:40.430260,Overheating,2024-11-10 11:18:40.430563,4901,165,210,29.703030303030303,5,1
device_11,2024-02-25 11:18:40.429865,Hardware,2024-10-29 11:18:40.430098,Power Surge,2024-05-30 11:18:40.430467,9159,57,334,160.68421052631578,5,1
device_11,2024-02-25 11:18:40.429865,Hardware,2024-10-29 11:18:40.430098,Power Surge,2024-06-18 11:18:40.430511,641,204,334,3.142156862745098,5,0
device_11,2024-02-25 11:18:40.429865,Hardware,2024-10-29 11:18:40.430098,Power Surge,2024-08-12 11:18:40.430532,3195,55,334,58.09090909090909,5,0
device_11,2024-02-25 11:18:40.429865,Hardware,2024-10-29 11:18:40.430098,Power Surge,2024-03-14 11:18:40.430541,3300,247,334,13.360323886639677,5,1
device_11,2024-02-25 11:18:40.429865,Hardware,2024-10-29 11:18:40.430098,Power Surge,2024-11-10 11:18:40.430563,4901,165,334,29.703030303030303,5,1
device_11,2024-02-25 11:18:40.429865,Hardware,2024-03-26 11:18:40.430134,Network Issues,2024-05-30 11:18:40.430467,9159,57,334,160.68421052631578,5,1
device_11,2024-02-25 11:18:40.429865,Hardware,2024-03-26 11:18:40.430134,Network Issues,2024-06-18 11:18:40.430511,641,204,334,3.142156862745098,5,0
device_11,2024-02-25 11:18:40.429865,Hardware,2024-03-26 11:18:40.430134,Network Issues,2024-08-12 11:18:40.430532,3195,55,334,58.09090909090909,5,0
device_11,2024-02-25 11:18:40.429865,Hardware,2024-03-26 11:18:40.430134,Network Issues,2024-03-14 11:18:40.430541,3300,247,334,13.360323886639677,5,1
device_11,2024-02-25 11:18:40.429865,Hardware,2024-03-26 11:18:40.430134,Network Issues,2024-11-10 11:18:40.430563,4901,165,334,29.703030303030303,5,0
device_11,2024-02-25 11:18:40.429865,Hardware,2024-08-16 11:18:40.430142,Overheating,2024-05-30 11:18:40.430467,9159,57,334,160.68421052631578,5,0
device_11,2024-02-25 11:18:40.429865,Hardware,2024-08-16 11:18:40.430142,Overheating,2024-06-18 11:18:40.430511,641,204,334,3.142156862745098,5,0
device_11,2024-02-25 11:18:40.429865,Hardware,2024-08-16 11:18:40.430142,Overheating,2024-08-12 11:18:40.430532,3195,55,334,58.09090909090909,5,1
device_11,2024-02-25 11:18:40.429865,Hardware,2024-08-16 11:18:40.430142,Overheating,2024-03-14 11:18:40.430541,3300,247,334,13.360323886639677,5,1
device_11,2024-02-25 11:18:40.429865,Hardware,2024-08-16 11:18:40.430142,Overheating,2024-11-10 11:18:40.430563,4901,165,334,29.703030303030303,5,1
device_11,2024-02-25 11:18:40.429865,Hardware,2024-07-26 11:18:40.430167,Overheating,2024-05-30 11:18:40.430467,9159,57,334,160.68421052631578,5,1
device_11,2024-02-25 11:18:40.429865,Hardware,2024-07-26 11:18:40.430167,Overheating,2024-06-18 11:18:40.430511,641,204,334,3.142156862745098,5,0
device_11,2024-02-25 11:18:40.429865,Hardware,2024-07-26 11:18:40.430167,Overheating,2024-08-12 11:18:40.430532,3195,55,334,58.09090909090909,5,1
device_11,2024-02-25 11:18:40.429865,Hardware,2024-07-26 11:18:40.430167,Overheating,2024-03-14 11:18:40.430541,3300,247,334,13.360323886639677,5,0
device_11,2024-02-25 11:18:40.429865,Hardware,2024-07-26 11:18:40.430167,Overheating,2024-11-10 11:18:40.430563,4901,165,334,29.703030303030303,5,0
device_11,2024-02-25 11:18:40.429865,Hardware,2024-09-15 11:18:40.430260,Overheating,2024-05-30 11:18:40.430467,9159,57,334,160.68421052631578,5,0
device_11,2024-02-25 11:18:40.429865,Hardware,2024-09-15 11:18:40.430260,Overheating,2024-06-18 11:18:40.430511,641,204,334,3.142156862745098,5,0
device_11,2024-02-25 11:18:40.429865,Hardware,2024-09-15 11:18:40.430260,Overheating,2024-08-12 11:18:40.430532,3195,55,334,58.09090909090909,5,1
device_11,2024-02-25 11:18:40.429865,Hardware,2024-09-15 11:18:40.430260,Overheating,2024-03-14 11:18:40.430541,3300,247,334,13.360323886639677,5,1
device_11,2024-02-25 11:18:40.429865,Hardware,2024-09-15 11:18:40.430260,Overheating,2024-11-10 11:18:40.430563,4901,165,334,29.703030303030303,5,1
device_11,2024-02-18 11:18:40.429936,Software,2024-10-29 11:18:40.430098,Power Surge,2024-05-30 11:18:40.430467,9159,57,341,160.68421052631578,5,0
device_11,2024-02-18 11:18:40.429936,Software,2024-10-29 11:18:40.430098,Power Surge,2024-06-18 11:18:40.430511,641,204,341,3.142156862745098,5,0
device_11,2024-02-18 11:18:40.429936,Software,2024-10-29 11:18:40.430098,Power Surge,2024-08-12 11:18:40.430532,3195,55,341,58.09090909090909,5,0
device_11,2024-02-18 11:18:40.429936,Software,2024-10-29 11:18:40.430098,Power Surge,2024-03-14 11:18:40.430541,3300,247,341,13.360323886639677,5,0
device_11,2024-02-18 11:18:40.429936,Software,2024-10-29 11:18:40.430098,Power Surge,2024-11-10 11:18:40.430563,4901,165,341,29.703030303030303,5,0
device_11,2024-02-18 11:18:40.429936,Software,2024-03-26 11:18:40.430134,Network Issues,2024-05-30 11:18:40.430467,9159,57,341,160.68421052631578,5,1
device_11,2024-02-18 11:18:40.429936,Software,2024-03-26 11:18:40.430134,Network Issues,2024-06-18 11:18:40.430511,641,204,341,3.142156862745098,5,0
device_11,2024-02-18 11:18:40.429936,Software,2024-03-26 11:18:40.430134,Network Issues,2024-08-12 11:18:40.430532,3195,55,341,58.09090909090909,5,0
device_11,2024-02-18 11:18:40.429936,Software,2024-03-26 11:18:40.430134,Network Issues,2024-03-14 11:18:40.430541,3300,247,341,13.360323886639677,5,0
device_11,2024-02-18 11:18:40.429936,Software,2024-03-26 11:18:40.430134,Network Issues,2024-11-10 11:18:40.430563,4901,165,341,29.703030303030303,5,0
device_11,2024-02-18 11:18:40.429936,Software,2024-08-16 11:18:40.430142,Overheating,2024-05-30 11:18:40.430467,9159,57,341,160.68421052631578,5,1
device_11,2024-02-18 11:18:40.429936,Software,2024-08-16 11:18:40.430142,Overheating,2024-06-18 11:18:40.430511,641,204,341,3.142156862745098,5,0
device_11,2024-02-18 11:18:40.429936,Software,2024-08-16 11:18:40.430142,Overheating,2024-08-12 11:18:40.430532,3195,55,341,58.09090909090909,5,1
device_11,2024-02-18 11:18:40.429936,Software,2024-08-16 11:18:40.430142,Overheating,2024-03-14 11:18:40.430541,3300,247,341,13.360323886639677,5,0
device_11,2024-02-18 11:18:40.429936,Software,2024-08-16 11:18:40.430142,Overheating,2024-11-10 11:18:40.430563,4901,165,341,29.703030303030303,5,0
device_11,2024-02-18 11:18:40.429936,Software,2024-07-26 11:18:40.430167,Overheating,2024-05-30 11:18:40.430467,9159,57,341,160.68421052631578,5,1
device_11,2024-02-18 11:18:40.429936,Software,2024-07-26 11:18:40.430167,Overheating,2024-06-18 11:18:40.430511,641,204,341,3.142156862745098,5,1
device_11,2024-02-18 11:18:40.429936,Software,2024-07-26 11:18:40.430167,Overheating,2024-08-12 11:18:40.430532,3195,55,341,58.09090909090909,5,0
device_11,2024-02-18 11:18:40.429936,Software,2024-07-26 11:18:40.430167,Overheating,2024-03-14 11:18:40.430541,3300,247,341,13.360323886639677,5,0
device_11,2024-02-18 11:18:40.429936,Software,2024-07-26 11:18:40.430167,Overheating,2024-11-10 11:18:40.430563,4901,165,341,29.703030303030303,5,1
device_11,2024-02-18 11:18:40.429936,Software,2024-09-15 11:18:40.430260,Overheating,2024-05-30 11:18:40.430467,9159,57,341,160.68421052631578,5,1
device_11,2024-02-18 11:18:40.429936,Software,2024-09-15 11:18:40.430260,Overheating,2024-06-18 11:18:40.430511,641,204,341,3.142156862745098,5,1
device_11,2024-02-18 11:18:40.429936,Software,2024-09-15 11:18:40.430260,Overheating,2024-08-12 11:18:40.430532,3195,55,341,58.09090909090909,5,0
device_11,2024-02-18 11:18:40.429936,Software,2024-09-15 11:18:40.430260,Overheating,2024-03-14 11:18:40.430541,3300,247,341,13.360323886639677,5,1
device_11,2024-02-18 11:18:40.429936,Software,2024-09-15 11:18:40.430260,Overheating,2024-11-10 11:18:40.430563,4901,165,341,29.703030303030303,5,1
device_11,2024-02-27 11:18:40.429963,Network,2024-10-29 11:18:40.430098,Power Surge,2024-05-30 11:18:40.430467,9159,57,332,160.68421052631578,5,1
device_11,2024-02-27 11:18:40.429963,Network,2024-10-29 11:18:40.430098,Power Surge,2024-06-18 11:18:40.430511,641,204,332,3.142156862745098,5,0
device_11,2024-02-27 11:18:40.429963,Network,2024-10-29 11:18:40.430098,Power Surge,2024-08-12 11:18:40.430532,3195,55,332,58.09090909090909,5,0
device_11,2024-02-27 11:18:40.429963,Network,2024-10-29 11:18:40.430098,Power Surge,2024-03-14 11:18:40.430541,3300,247,332,13.360323886639677,5,0
device_11,2024-02-27 11:18:40.429963,Network,2024-10-29 11:18:40.430098,Power Surge,2024-11-10 11:18:40.430563,4901,165,332,29.703030303030303,5,1
device_11,2024-02-27 11:18:40.429963,Network,2024-03-26 11:18:40.430134,Network Issues,2024-05-30 11:18:40.430467,9159,57,332,160.68421052631578,5,0
device_11,2024-02-27 11:18:40.429963,Network,2024-03-26 11:18:40.430134,Network Issues,2024-06-18 11:18:40.430511,641,204,332,3.142156862745098,5,1
device_11,2024-02-27 11:18:40.429963,Network,2024-03-26 11:18:40.430134,Network Issues,2024-08-12 11:18:40.430532,3195,55,332,58.09090909090909,5,0
device_11,2024-02-27 11:18:40.429963,Network,2024-03-26 11:18:40.430134,Network Issues,2024-03-14 11:18:40.430541,3300,247,332,13.360323886639677,5,0
device_11,2024-02-27 11:18:40.429963,Network,2024-03-26 11:18:40.430134,Network Issues,2024-11-10 11:18:40.430563,4901,165,332,29.703030303030303,5,0
device_11,2024-02-27 11:18:40.429963,Network,2024-08-16 11:18:40.430142,Overheating,2024-05-30 11:18:40.430467,9159,57,332,160.68421052631578,5,1
device_11,2024-02-27 11:18:40.429963,Network,2024-08-16 11:18:40.430142,Overheating,2024-06-18 11:18:40.430511,641,204,332,3.142156862745098,5,1
device_11,2024-02-27 11:18:40.429963,Network,2024-08-16 11:18:40.430142,Overheating,2024-08-12 11:18:40.430532,3195,55,332,58.09090909090909,5,0
device_11,2024-02-27 11:18:40.429963,Network,2024-08-16 11:18:40.430142,Overheating,2024-03-14 11:18:40.430541,3300,247,332,13.360323886639677,5,1
device_11,2024-02-27 11:18:40.429963,Network,2024-08-16 11:18:40.430142,Overheating,2024-11-10 11:18:40.430563,4901,165,332,29.703030303030303,5,0
device_11,2024-02-27 11:18:40.429963,Network,2024-07-26 11:18:40.430167,Overheating,2024-05-30 11:18:40.430467,9159,57,332,160.68421052631578,5,1
device_11,2024-02-27 11:18:40.429963,Network,2024-07-26 11:18:40.430167,Overheating,2024-06-18 11:18:40.430511,641,204,332,3.142156862745098,5,1
device_11,2024-02-27 11:18:40.429963,Network,2024-07-26 11:18:40.430167,Overheating,2024-08-12 11:18:40.430532,3195,55,332,58.09090909090909,5,0
device_11,2024-02-27 11:18:40.429963,Network,2024-07-26 11:18:40.430167,Overheating,2024-03-14 11:18:40.430541,3300,247,332,13.360323886639677,5,1
device_11,2024-02-27 11:18:40.429963,Network,2024-07-26 11:18:40.430167,Overheating,2024-11-10 11:18:40.430563,4901,165,332,29.703030303030303,5,1
device_11,2024-02-27 11:18:40.429963,Network,2024-09-15 11:18:40.430260,Overheating,2024-05-30 11:18:40.430467,9159,57,332,160.68421052631578,5,1
device_11,2024-02-27 11:18:40.429963,Network,2024-09-15 11:18:40.430260,Overheating,2024-06-18 11:18:40.430511,641,204,332,3.142156862745098,5,1
device_11,2024-02-27 11:18:40.429963,Network,2024-09-15 11:18:40.430260,Overheating,2024-08-12 11:18:40.430532,3195,55,332,58.09090909090909,5,1
device_11,2024-02-27 11:18:40.429963,Network,2024-09-15 11:18:40.430260,Overheating,2024-03-14 11:18:40.430541,3300,247,332,13.360323886639677,5,0
device_11,2024-02-27 11:18:40.429963,Network,2024-09-15 11:18:40.430260,Overheating,2024-11-10 11:18:40.430563,4901,165,332,29.703030303030303,5,0
device_15,2024-04-08 11:18:40.429807,Software,2024-10-29 11:18:40.430115,Network Issues,2024-04-09 11:18:40.430457,9562,163,291,58.66257668711656,3,0
device_15,2024-04-08 11:18:40.429807,Software,2024-10-29 11:18:40.430115,Network Issues,2024-08-24 11:18:40.430462,756,191,291,3.9581151832460733,3,1
device_15,2024-04-08 11:18:40.429807,Software,2024-10-29 11:18:40.430115,Network Issues,2024-08-21 11:18:40.430464,2559,352,291,7.269886363636363,3,1
device_15,2024-04-08 11:18:40.429807,Software,2024-10-29 11:18:40.430115,Network Issues,2024-09-18 11:18:40.430479,7340,20,291,367.0,3,0
device_15,2024-04-08 11:18:40.429807,Software,2024-10-29 11:18:40.430115,Network Issues,2024-10-16 11:18:40.430488,3447,279,291,12.35483870967742,3,1
device_15,2024-04-08 11:18:40.429807,Software,2024-10-29 11:18:40.430115,Network Issues,2024-09-24 11:18:40.430495,2754,40,291,68.85,3,1
device_15,2024-04-08 11:18:40.429807,Software,2024-10-29 11:18:40.430115,Network Issues,2024-08-01 11:18:40.430537,8463,224,291,37.78125,3,0
device_15,2024-04-08 11:18:40.429807,Software,2024-07-20 11:18:40.430232,Network Issues,2024-04-09 11:18:40.430457,9562,163,291,58.66257668711656,3,1
device_15,2024-04-08 11:18:40.429807,Software,2024-07-20 11:18:40.430232,Network Issues,2024-08-24 11:18:40.430462,756,191,291,3.9581151832460733,3,0
device_15,2024-04-08 11:18:40.429807,Software,2024-07-20 11:18:40.430232,Network Issues,2024-08-21 11:18:40.430464,2559,352,291,7.269886363636363,3,1
device_15,2024-04-08 11:18:40.429807,Software,2024-07-20 11:18:40.430232,Network Issues,2024-09-18 11:18:40.430479,7340,20,291,367.0,3,0
device_15,2024-04-08 11:18:40.429807,Software,2024-07-20 11:18:40.430232,Network Issues,2024-10-16 11:18:40.430488,3447,279,291,12.35483870967742,3,1
device_15,2024-04-08 11:18:40.429807,Software,2024-07-20 11:18:40.430232,Network Issues,2024-09-24 11:18:40.430495,2754,40,291,68.85,3,1
device_15,2024-04-08 11:18:40.429807,Software,2024-07-20 11:18:40.430232,Network Issues,2024-08-01 11:18:40.430537,8463,224,291,37.78125,3,0
device_15,2024-04-08 11:18:40.429807,Software,2024-02-29 11:18:40.430246,Hardware Failure,2024-04-09 11:18:40.430457,9562,163,291,58.66257668711656,3,1
device_15,2024-04-08 11:18:40.429807,Software,2024-02-29 11:18:40.430246,Hardware Failure,2024-08-24 11:18:40.430462,756,191,291,3.9581151832460733,3,0
device_15,2024-04-08 11:18:40.429807,Software,2024-02-29 11:18:40.430246,Hardware Failure,2024-08-21 11:18:40.430464,2559,352,291,7.269886363636363,3,1
device_15,2024-04-08 11:18:40.429807,Software,2024-02-29 11:18:40.430246,Hardware Failure,2024-09-18 11:18:40.430479,7340,20,291,367.0,3,1
device_15,2024-04-08 11:18:40.429807,Software,2024-02-29 11:18:40.430246,Hardware Failure,2024-10-16 11:18:40.430488,3447,279,291,12.35483870967742,3,1
device_15,2024-04-08 11:18:40.429807,Software,2024-02-29 11:18:40.430246,Hardware Failure,2024-09-24 11:18:40.430495,2754,40,291,68.85,3,0
device_15,2024-04-08 11:18:40.429807,Software,2024-02-29 11:18:40.430246,Hardware Failure,2024-08-01 11:18:40.430537,8463,224,291,37.78125,3,1
device_15,2024-12-06 11:18:40.429824,Software,2024-10-29 11:18:40.430115,Network Issues,2024-04-09 11:18:40.430457,9562,163,49,58.66257668711656,3,0
device_15,2024-12-06 11:18:40.429824,Software,2024-10-29 11:18:40.430115,Network Issues,2024-08-24 11:18:40.430462,756,191,49,3.9581151832460733,3,1
